,link,Name,Subtitle,Price,Sale price
396,https://www.nike.com/t/air-max-dawn-womens-shoes-224mWf/DZ4441-100,Nike Air Max Dawn,Women's Shoes,$115,$87.97
397,https://www.nike.com/t/acg-devastation-trail-big-kids-dri-fit-uv-top-tjF5wL/FN9220-010,"Nike ACG ""Devastation Trail""",Big Kids' Dri-FIT UV Top,$80,$55.97
398,https://www.nike.com/t/air-max-crossbody-bag-4l-Zwprpl/FN0953-010,Nike Air Max,Crossbody Bag (4L),$72,$46.97
399,https://www.nike.com/t/life-mens-long-sleeve-military-henley-sweater-q1Jtlz/FN3118-451,Nike Life,Men's Long-Sleeve Military Henley Sweater,$190,$114.97
400,https://www.nike.com/t/sportswear-club-fleece-womens-funnel-neck-hoodie-8MR6lM/DQ5415-063,Nike Sportswear Club Fleece,Women's Funnel-Neck Hoodie,$65,$45.97
401,https://www.nike.com/t/tour-mens-8-chino-golf-shorts-d06z4X/FD5721-676,Nike Tour,"Men's 8"" Chino Golf Shorts",$80,$64.97
402,https://www.nike.com/t/jordan-true-flight-baby-toddler-shoes-ydqJlo/343797-050,Jordan True Flight,Baby/Toddler Shoes,$55,$46.97
403,https://www.nike.com/t/go-womens-firm-support-high-waisted-8-biker-shorts-with-pockets-plus-size-2ltWN3/DX3512-491,Nike Go,"Women's Firm-Support High-Waisted 8"" Biker Shorts with Pockets (Plus Size)",$70,$42.97
404,https://www.nike.com/t/houston-dash-heritage86-soccer-hat-F66GKx/C11127071-HOU,Houston Dash Heritage86,Nike Soccer Hat,$28,$14.97
405,https://www.nike.com/t/texas-southern-menst-shirt-K9fKZH/M21372P747H-TXS,Texas Southern,Men's Nike College T-Shirt,$35,$27.97
406,https://www.nike.com/t/georgia-heritage-womensboxy-crew-neck-t-shirt-vjTNbl/FQ5098-063,Georgia Heritage,Women's Nike College Boxy Crew-Neck T-Shirt,$35,$29.97
407,https://www.nike.com/t/villanova-menst-shirt-8q3GxW/M21372P747-VIL,Villanova,Men's Nike College T-Shirt,$35,$27.97
408,https://www.nike.com/t/grambling-stateboonie-bucket-hat-85rzcm/C13031C985-GRM,Grambling State,Nike College Boonie Bucket Hat,$39,$30.97
409,https://www.nike.com/t/sportswear-everything-wovens-womens-mid-rise-5-shorts-NS8qKZ/FV6622-208,Nike Sportswear Everything Wovens,"Women's Mid-Rise 5"" Shorts",$55,$46.97
410,https://www.nike.com/t/rival-sprint-track-field-sprinting-spikes-Bc9gTn/DC8753-101,Nike Rival Sprint,Track & Field Sprinting Spikes,$75,$56.97
411,https://www.nike.com/t/sportswear-club-mens-graphic-shorts-hQgvng/BV2721-071,Nike Sportswear Club,Men's Graphic Shorts,$50,$30.97
412,https://www.nike.com/t/sportswear-shine-fleece-pullover-hoodie-little-kids-hoodie-DFcRD5/86L402-X2O,Nike Sportswear Shine Fleece Pullover Hoodie,Little Kids Hoodie,$42,$26.97
413,https://www.nike.com/t/force-trout-9-keystone-baseball-cleats-knC3Jd/FB9728-400,Nike Force Trout 9 Keystone,Baseball Cleats,$55,$38.97
414,https://www.nike.com/t/penn-statebeanie-59kRfq/C12081MIL23-PEN,Penn State,Nike College Beanie,$35,$27.97
415,https://www.nike.com/t/nikecourt-dri-fit-slam-womens-printed-tennis-tank-top-l0738r/DX5370-113,NikeCourt Dri-FIT Slam,Women's Printed Tennis Tank Top,$75,$48.97
416,https://www.nike.com/t/ohio-state-mens-replica-basketball-shorts-LtTsZr/CQ3659-657,Nike College (Ohio State),Men's Replica Basketball Shorts,$65,$52.97
417,https://www.nike.com/t/swoosh-womens-medium-support-padded-sports-bra-tank-plus-size-Z04wZr/DV9899-361,Nike Swoosh,Women's Medium-Support Padded Sports Bra Tank (Plus Size),$58,$49.97
418,https://www.nike.com/t/solo-swoosh-mens-full-zip-hoodie-8bKgZZ/DR0403-010,Nike Solo Swoosh,Men's Full-Zip Hoodie,$110,$82.97
419,https://www.nike.com/t/gonzaga-heritage86trucker-hat-0BRpXF/C11218C307-GON,Gonzaga Heritage86,Nike College Trucker Hat,$30,$23.97
420,https://www.nike.com/t/air-max-1-87-womens-shoes-0vW0ds/HM6133-133,Nike Air Max 1 '87,Women's Shoes,$140,$95.97
421,https://www.nike.com/t/sportswear-mens-t-shirt-5s5NpS/FZ4794-010,Nike Sportswear,Men's T-Shirt,$35,$24.97
422,https://www.nike.com/t/unc-limited-mens-jordan-dri-fitbasketball-shorts-Lq47vp/DN9420-100,UNC Limited,Men's Jordan Dri-FIT College Basketball Shorts,$80,$64.97
423,https://www.nike.com/t/golf-club-mens-golf-short-sleeve-top-DbJdlF/FD5774-343,Nike Golf Club,Men's Golf Short-Sleeve Top,$60,$51.97
424,https://www.nike.com/t/baby-0-9m-short-romper-79zHww/56L684-W67,Nike,Baby (0-9M) Short Romper,$22,$18.97
425,https://www.nike.com/t/ja-1-basketball-shoes-bCx2W3/FQ4796-402,Ja 1,Basketball Shoes,$120,$89.97
426,https://www.nike.com/t/blazer-low-pro-club-mens-shoes-dHCvK6/FJ3694-002,Nike Blazer Low Pro Club,Men's Shoes,$100,$79.97
427,https://www.nike.com/t/lacrosse-mens-long-sleeve-t-shirt-GTsf4m/M12333P336-NVY,Nike Lacrosse,Men's Long-Sleeve T-Shirt,$35,$28.97
428,https://www.nike.com/t/tour-repel-flex-mens-slim-golf-pants-j1XQ8v/FD5624-010,Nike Tour Repel Flex,Men's Slim Golf Pants,$100,$80.97
429,https://www.nike.com/t/premium-phone-crossbody-bag-KbvMwJ/N1010036-451,Nike Premium,Phone Crossbody Bag,$40,$30.97
430,https://www.nike.com/t/dri-fit-unscripted-mens-golf-polo-tD1Cqg/DV7906-100,Nike Dri-FIT Unscripted,Men's Golf Polo,$70,$53.97
431,https://www.nike.com/t/primary-mens-dri-fit-long-sleeve-versatile-top-2xvPPc/FB8585-473,Nike Primary,Men's Dri-FIT Long-Sleeve Versatile Top,$60,$42.97
432,https://www.nike.com/t/air-max-97-womens-shoes-Fr6rM4/FB8454-300,Nike Air Max 97,Women's Shoes,$185,$157.97
433,https://www.nike.com/t/little-kids-2-piece-jogger-set-5vjq6Z/86L805-U2Y,Nike,Little Kids' 2-Piece Jogger Set,$60,$46.97
434,https://www.nike.com/t/tour-mens-dri-fit-golf-polo-F6G4hv/FD5741-532,Nike Tour,Men's Dri-FIT Golf Polo,$80,$64.97
435,https://www.nike.com/t/prep-in-your-step-little-kids-graphic-t-shirt-DQC8Hc/36L996-001,Nike Prep in Your Step,Little Kids' Graphic T-Shirt,$20,$17.97
436,https://www.nike.com/t/cortez-23-premium-leather-shoes-0FZSGV/FB6877-001,Nike Cortez 23 Premium Leather,Shoes,$110,$93.97
437,https://www.nike.com/t/dukebucket-hat-BLlz5L/C14099C137-DK1,Duke,Nike College Bucket Hat,$30,$21.97
438,https://www.nike.com/t/swim-hydrastrong-womens-lace-up-tie-back-one-piece-swimsuit-dzznqQ/NESSD015-100,Nike Swim HydraStrong,Women's Lace-Up Tie-Back One-Piece Swimsuit,$80,$66.97
439,https://www.nike.com/t/zegama-2-mens-trail-running-shoes-fZw18h/FD5190-003,Nike Zegama 2,Men's Trail Running Shoes,$180,$108.97
440,https://www.nike.com/t/jordan-heritage-womens-t-shirt-WvMzWd/FN5424-010,Jordan Heritage,Women's T-Shirt,$42,$27.97
441,https://www.nike.com/t/dri-fit-uv-advantage-womens-full-zip-top-LD9vKm/DX1489-019,Nike Dri-FIT UV Advantage,Women's Full-Zip Top,$95,$52.97
442,https://www.nike.com/t/air-more-uptempo-mens-slides-47mMCm/FD9884-400,Nike Air More Uptempo,Men's Slides,$85,$72.97
443,https://www.nike.com/t/mens-dri-fit-fleece-fitness-crew-neck-top-XlJt9T/FN3289-476,Nike,Men's Dri-FIT Fleece Fitness Crew-Neck Top,$65,$39.97
444,https://www.nike.com/t/creightoncap-txZkn4/C11349C306-CRE,Creighton,Nike College Cap,$30,$23.97
445,https://www.nike.com/t/club-unstructured-jdi-cap-Xr7txF/FB5370-019,Nike Club,Unstructured JDI Cap,$28,$23.97
446,https://www.nike.com/t/pro-365-womens-high-waisted-7-8-mesh-panel-leggings-tjR7QX/DA0483-555,Nike Pro 365,Women's High-Waisted 7/8 Mesh Panel Leggings,$50,$42.97
447,https://www.nike.com/t/lebron-xxi-basketball-shoes-DjB9tK/HF5951-600,LeBron XXI,Basketball Shoes,$200,$127.97
448,https://www.nike.com/t/sportswear-womens-high-waisted-pants-sTqm6R/HF5957-010,Nike Sportswear,Women's High-Waisted Pants,$95,$80.97
449,https://www.nike.com/t/mens-dri-fit-long-sleeve-fitness-t-shirt-mksTDj/FQ3883-003,Nike,Men's Dri-FIT Long-Sleeve Fitness T-Shirt,$40,$28.97
450,https://www.nike.com/t/prep-in-your-step-baby-12-24m-shorts-set-5qt0HL/16M010-E2E,Nike Prep in Your Step,Baby (12-24M) Shorts Set,$40,$34.97
451,https://www.nike.com/t/girls-dri-fit-tank-H5M7Vr/FN9027-113,Nike,Girls' Dri-FIT Tank,$38,$25.97
452,https://www.nike.com/t/form-mens-dri-fit-5-unlined-versatile-shorts-GNhHWV/FN4347-338,Nike Form,"Men's Dri-FIT 5"" Unlined Versatile Shorts",$45,$31.97
453,https://www.nike.com/t/hampton-max90-menst-shirt-JX2FTP/M11274P251H-HAM,Hampton Max90,Men's Nike College T-Shirt,$50,$36.97
454,https://www.nike.com/t/tennessee-state-womensboxy-long-sleeve-t-shirt-ptjtDT/ZWF8933P984H-TSU,Tennessee State,Women's Nike College Boxy Long-Sleeve T-Shirt,$40,$34.97
455,https://www.nike.com/t/lebron-mens-long-sleeve-t-shirt-wGW0g0/FQ4908-020,LeBron,Men's Long-Sleeve T-Shirt,$55,$30.97
456,https://www.nike.com/t/pro-womens-high-waisted-7-8-training-leggings-with-pockets-W5zwLf/DX0063-519,Nike Pro,Women's High-Waisted 7/8 Training Leggings with Pockets,$70,$52.97
457,https://www.nike.com/t/one-big-kids-girls-woven-high-waisted-shorts-xRrVkd/FQ4527-324,Nike One,Big Kids' (Girls') Woven High-Waisted Shorts,$38,$18.97
458,https://www.nike.com/t/ja-fly-4-track-and-field-sprinting-spikes-hcvHZn/DR2741-600,Nike Ja Fly 4,Track and Field Sprinting Spikes,$120,$90.97
459,https://www.nike.com/t/solo-swoosh-mens-fleece-pullover-hoodie-qnqWb8/DX1355-386,Nike Solo Swoosh,Men's Fleece Pullover Hoodie,$100,$70.97
460,https://www.nike.com/t/donovan-mitchell-2024-nba-all-star-weekend-essential-jordan-dri-fit-nba-swingman-jersey-m6PgMF/FQ7747-427,Donovan Mitchell 2024 NBA All-Star Weekend Essential,Jordan Dri-FIT NBA Swingman Jersey,$130,$109.97
461,https://www.nike.com/t/texas-club-menshoodie-pDPL02/FN8658-210,Texas Club,Men's Nike College Hoodie,$70,$56.97
462,https://www.nike.com/t/sportswear-collection-essentials-womens-long-sleeve-mock-top-f3sgl1/DD5882-010,Nike Sportswear Collection Essentials,Women's Long-Sleeve Mock Top,$48,$33.97
463,https://www.nike.com/t/club-unstructured-air-max-1-cap-XDjrsH/FN4402-010,Nike Club,"Unstructured ""Air Max 1"" Cap",$28,$18.97
464,https://www.nike.com/t/floral-fleece-toddler-wide-leg-pants-Km8F4h/26L809-023,Nike Floral Fleece,Toddler Wide Leg Pants,$44,$30.97
465,https://www.nike.com/t/sportswear-art-of-play-french-terry-full-zip-set-toddler-2-piece-set-KK8xSD/76L111-F84,"Nike Sportswear ""Art of Play"" French Terry Full-Zip Set",Toddler 2-Piece Set,$60,$39.97
466,https://www.nike.com/t/jordan-womens-diamond-shorts-SwWFVt/DZ3352-010,Jordan,Women's Diamond Shorts,$60,$36.97
467,https://www.nike.com/t/dri-fit-little-kids-stacked-up-swoosh-t-shirt-Ht5fdM/86M073-Y6X,Nike Dri-FIT,Little Kids' Stacked Up Swoosh T-Shirt,$20,$17.97
468,https://www.nike.com/t/minnesotacap-ZWG7hq/C11349C306-MIN,Minnesota,Nike College Cap,$30,$23.97
469,https://www.nike.com/t/stride-mens-dri-fit-5-2-in-1-running-shorts-k2cR15/FN2992-338,Nike Stride,"Men's Dri-FIT 5"" 2-in-1 Running Shorts",$65,$45.97
470,https://www.nike.com/t/seattle-storm-explorer-edition-womens-dri-fit-wnba-victory-jersey-c9nVQg/DC9576-325,Seattle Storm Explorer Edition,Women's Nike Dri-FIT WNBA Victory Jersey,$100,$32.97
471,https://www.nike.com/t/jordan-monogram-pouch-098l-hkqLVL/LM0897-E8G,Jordan Monogram,Pouch (0.98L),$50,$45.97
472,https://www.nike.com/t/dri-fit-prima-womens-1-2-zip-training-top-Kr9x1s/FB5230-208,Nike Dri-FIT Prima,Women's 1/2-Zip Training Top,$100,$62.97
473,https://www.nike.com/t/deion-sanders-p21me-mens-dri-fit-polo-shirt-8bsJc6/M51300PRIME-WHT,"Deion Sanders ""P21ME""",Men's Nike Dri-FIT Polo Shirt,$60,$48.97
474,https://www.nike.com/t/tennis-mens-long-sleeve-t-shirt-PTkTJB/M12333P337-RED,Nike Tennis,Men's Long-Sleeve T-Shirt,$35,$24.97
475,https://www.nike.com/t/sportswear-paint-your-future-little-kids-french-terry-pants-KmPnDm/86L752-023,Nike Sportswear Paint Your Future,Little Kids' French Terry Pants,$48,$31.97
476,https://www.nike.com/t/happy-camper-toddler-french-terry-set-ZGnCTm/26M011-X5C,Nike Happy Camper,Toddler French Terry Set,$60,$51.97
477,https://www.nike.com/t/florida-standard-issue-mens-dri-fitcutoff-crew-neck-top-H5Rc5K/DV3589-025,Florida Standard Issue,Men's Nike Dri-FIT College Cutoff Crew-Neck Top,$80,$49.97
478,https://www.nike.com/t/portland-trail-blazers-statement-edition-mens-jordan-dri-fit-nba-swingman-jersey-15nDl1/DO9541-657,Portland Trail Blazers Statement Edition,Men's Jordan Dri-FIT NBA Swingman Jersey,$120,$94.97
479,https://www.nike.com/t/sportswear-womens-cropped-t-shirt-3HSFMH/HF4615-070,Nike Sportswear,Women's Cropped T-Shirt,$40,$34.97
480,https://www.nike.com/t/jordan-womens-slim-graphic-t-shirt-bnRSkt/FD7241-100,Jordan,Women's Slim Graphic T-Shirt,$42,$35.97
481,https://www.nike.com/t/unc-mensshorts-fkPxmc/FN8114-448,UNC,Men's Nike College Shorts,$65,$52.97
482,https://www.nike.com/t/pitt-menst-shirt-5dhnZ5/M21372P747-PIT,Pitt,Men's Nike College T-Shirt,$35,$29.97
483,https://www.nike.com/t/tour-mens-5-pocket-slim-golf-pants-015Sq8/FD5615-070,Nike Tour,Men's 5-Pocket Slim Golf Pants,$100,$80.97
484,https://www.nike.com/t/readyset-baby-0-9m-bodysuit-qmwS5V/56L344-GEH,Nike ReadySet,Baby (0-9M) Bodysuit,$15,$13.97
485,https://www.nike.com/t/home-swoosh-home-leggings-set-baby-2-piece-hoodie-set-Q39xfd/16L407-BGZ,"Nike ""Home Swoosh Home"" Leggings Set",Baby 2-Piece Hoodie Set,$55,$42.97
486,https://www.nike.com/t/dri-fit-victory-womens-golf-polo-GXVPRP/DH2309-376,Nike Dri-FIT Victory,Women's Golf Polo,$58,$49.97
487,https://www.nike.com/t/sportswear-club-fleece-womens-oversized-mock-neck-sweatshirt-Cb6cXj/FB8664-063,Nike Sportswear Club Fleece,Women's Oversized Mock-Neck Sweatshirt,$75,$42.97
488,https://www.nike.com/t/dna-mens-dri-fit-10-basketball-shorts-SJxg19/FN2604-065,Nike DNA,"Men's Dri-FIT 10"" Basketball Shorts",$50,$37.97
489,https://www.nike.com/t/sportswear-storm-fit-adv-gore-tex-mens-parka-k7wDb7/DV9970-011,Nike Sportswear Storm-FIT ADV GORE-TEX,Men's Parka,$375,$203.97
490,https://www.nike.com/t/essentials-baby-0-9m-3-pack-long-sleeve-bodysuits-CqPNhm/56K734-U90,Nike Essentials,Baby (0-9M) 3-Pack Long Sleeve Bodysuits,$35,$26.97
491,https://www.nike.com/t/softball-womens-t-shirt-pPhLBf/W11942P384-RED,Nike Softball,Women's T-Shirt,$30,$20.97
492,https://www.nike.com/t/memphis-menst-shirt-rdXZFX/M21372P747-MEM,Memphis,Men's Nike College T-Shirt,$35,$27.97
493,https://www.nike.com/t/yoga-dri-fit-luxe-womens-flared-pants-plus-size-0n63vH/FB3220-208,Nike Yoga Dri-FIT Luxe,Women's Flared Pants (Plus Size),$110,$66.97
494,https://www.nike.com/t/offcourt-new-york-yankees-slide-3K9F50/DH7001-002,Nike Offcourt (MLB New York Yankees),Slide,$40,$28.97
495,https://www.nike.com/t/forward-pants-mens-therma-fit-adv-pants-rpGHkL/FB7521-077,Nike Forward Pants,Men's Therma-FIT ADV Pants,$140,$84.97
496,https://www.nike.com/t/dna-big-kids-boys-basketball-shorts-extended-size-gWXd9k/FZ5241-012,Nike DNA,Big Kids' (Boys') Basketball Shorts (Extended Size),$40,$27.97
497,https://www.nike.com/t/sportswear-big-kids-cotton-t-shirt-z1gX59/AR5252-013,Nike Sportswear,Big Kids' Cotton T-Shirt,$20,$13.97
498,https://www.nike.com/t/tour-mens-dri-fit-adv-1-2-zip-golf-top-TmhBl8/FD5833-435,Nike Tour,Men's Dri-FIT ADV 1/2-Zip Golf Top,$120,$102.97
499,https://www.nike.com/t/pegasus-flyease-womens-easy-on-off-road-running-shoes-7f02dx/DJ7383-001,Nike Pegasus FlyEase,Women's Easy On/Off Road Running Shoes,$140,$105.97
500,https://www.nike.com/t/florida-mens-jordanbasketball-replica-jersey-jk94fm/P32818J480-FLO,Florida,Men's Jordan College Basketball Replica Jersey,$80,$65.97
501,https://www.nike.com/t/travis-kelce-cincinnati-menst-shirt-hmFx8R/M11332P211-CN3,Travis Kelce Cincinnati,Men's Nike College T-Shirt,$35,$28.97
502,https://www.nike.com/t/air-jordan-1-high-method-of-make-womens-shoes-hCCcBh/FB9891-104,Air Jordan 1 High Method of Make,Women's Shoes,$155,$116.97
503,https://www.nike.com/t/alpha-huarache-elite-4-low-mens-baseball-cleats-KhWfZJ/FD2745-101,Nike Alpha Huarache Elite 4 Low,Men's Baseball Cleats,$95,$59.97
504,https://www.nike.com/t/star-runner-4-baby-toddler-shoes-7XNnfN/DX7616-300,Nike Star Runner 4,Baby/Toddler Shoes,$47,$39.97
505,https://www.nike.com/t/little-kids-futura-cone-graphic-tank-TNHf07/86M079-BGZ,Nike,Little Kids' Futura Cone Graphic Tank,$20,$17.97
506,https://www.nike.com/t/sportswear-tech-fleece-reimagined-mens-fleece-shorts-c2PwdG/FN3933-053,Nike Sportswear Tech Fleece Reimagined,Men's Fleece Shorts,$120,$84.97
507,https://www.nike.com/t/team-13-courtside-dri-fit-wnba-tank-8QKQ4w/DQ2400-820,Team 13 Courtside,Nike Dri-FIT WNBA Tank,$58,$44.97
508,https://www.nike.com/t/rival-waffle-6-road-and-cross-country-racing-shoes-txWgQr/DX7998-700,Nike Rival Waffle 6,Road and Cross-Country Racing Shoes,$70,$55.97
509,https://www.nike.com/t/sportswear-icon-fleece-big-kids-girls-sweatshirt-j9BcWp/DV9374-010,Nike Sportswear Icon Fleece,Big Kids' (Girls') Sweatshirt,$50,$32.97
510,https://www.nike.com/t/jordan-womens-utility-skirt-X7wgSF/FN5698-010,Jordan,Women's Utility Skirt,$75,$63.97
511,https://www.nike.com/t/florida-club-fleece-big-kids-boyshoodie-ZkMPlG/B31048P749-FLO,Florida Club Fleece,Big Kids' (Boys') Nike College Hoodie,$55,$46.97
512,https://www.nike.com/t/giannis-antetokounmpo-select-series-mens-nba-t-shirt-ls5ZmF/FV8875-010,Giannis Antetokounmpo Select Series,Men's Nike NBA T-Shirt,$45,$37.97
513,https://www.nike.com/t/little-kids-cloud-wash-pants-g1wr3j/36K009-023,Nike,Little Kids' Cloud Wash Pants,$44,$26.97
514,https://www.nike.com/t/jordan-fundamentals-big-kids-leggings-P0DtVL/45C964-P2W,Jordan Fundamentals,Big Kids' Leggings,$35,$28.97
515,https://www.nike.com/t/sb-big-kids-dri-fit-button-down-skate-shirt-L9BM8h/FN9218-060,Nike SB,Big Kids' Dri-FIT Button-Down Skate Shirt,$60,$35.97
516,https://www.nike.com/t/dri-fit-meta-morph-little-kids-2-piece-leggings-set-ktwLTX/36L701-AEI,Nike Dri-FIT Meta-Morph,Little Kids' 2-Piece Leggings Set,$44,$35.97
517,https://www.nike.com/t/force-1-low-easyon-little-kids-shoes-hrvqN1/FN0237-103,Nike Force 1 Low EasyOn,Little Kids' Shoes,$70,$59.97
518,https://www.nike.com/t/florida-club-menshoodie-LCNTqf/FN7827-210,Florida Club,Men's Nike College Hoodie,$70,$56.97
519,https://www.nike.com/t/prairie-view-am-standard-issue-mensfleece-joggers-2qN4tD/M71276P982H-PRV,Prairie View A&M Standard Issue,Men's Nike College Fleece Joggers,$90,$63.97
520,https://www.nike.com/t/zenvy-rib-womens-dri-fit-short-sleeve-cropped-top-TFxCT4/FN7467-010,Nike Zenvy Rib,Women's Dri-FIT Short-Sleeve Cropped Top,$70,$56.97
521,https://www.nike.com/t/tour-mens-10-chino-golf-shorts-dQF0md/FD5719-200,Nike Tour,"Men's 10"" Chino Golf Shorts",$80,$64.97
522,https://www.nike.com/t/solo-swoosh-mens-fleece-pants-JKRBBm/DX1364-133,Nike Solo Swoosh,Men's Fleece Pants,$100,$60.97
523,https://www.nike.com/t/mens-max90-basketball-t-shirt-sTq8Nq/FV8418-100,Nike,Men's Max90 Basketball T-Shirt,$45,$33.97
524,https://www.nike.com/t/swoosh-little-kids-leggings-VNdqTj/36L672-AFN,Nike Swoosh,Little Kids' Leggings,$30,$21.97
525,https://www.nike.com/t/unc-fly-womens1-4-zip-jacket-zMPbcP/FN8145-448,UNC Fly,Women's Nike College 1/4-Zip Jacket,$95,$79.97
526,https://www.nike.com/t/fast-repel-womens-running-jacket-plus-size-qcCNlg/FB7453-010,Nike Fast Repel,Women's Running Jacket (Plus Size),$100,$85.97
527,https://www.nike.com/t/sportswear-chill-terry-womens-slim-high-waisted-french-terry-sweatpants-LcJSpQ/FN2434-010,Nike Sportswear Chill Terry,Women's Slim High-Waisted French Terry Sweatpants,$70,$59.97
528,https://www.nike.com/t/air-zoom-victory-tour-3-nrg-golf-shoes-wide-cQJBP7/FV5289-001,Nike Air Zoom Victory Tour 3 NRG,Golf Shoes (Wide),$210,$157.97
529,https://www.nike.com/t/manoa-ltr-big-kids-boots-1KKTsH/BQ5372-001,Nike Manoa LTR,Big Kids' Boots,$90,$67.97
530,https://www.nike.com/t/sportswear-dri-fit-tech-pack-mens-long-sleeve-top-nqSgrT/FB7819-010,Nike Sportswear Dri-FIT Tech Pack,Men's Long-Sleeve Top,$100,$55.97
531,https://www.nike.com/t/sportswear-club-fleece-big-kids-girls-wide-leg-pants-nnhsq3/FD2927-063,Nike Sportswear Club Fleece,Big Kids' (Girls') Wide-Leg Pants,$45,$31.97
532,https://www.nike.com/t/florida-state-womensboxy-t-shirt-scgx67/W11122P750-FSU,Florida State,Women's Nike College Boxy T-Shirt,$35,$29.97
533,https://www.nike.com/t/swift-element-womens-uv-protection-1-4-zip-running-top-xQMbbF/FB4316-361,Nike Swift Element,Women's UV Protection 1/4-Zip Running Top,$70,$54.97
534,https://www.nike.com/t/lacrosse-big-kids-boys-t-shirt-jR4LBW/B11377P390-DGH,Nike Lacrosse,Big Kids' (Boys') T-Shirt,$20,$15.97
535,https://www.nike.com/t/dunk-high-premium-womens-shoes-ZhkMvb/DX2044-201,Nike Dunk High Premium,Women's Shoes,$140,$95.97
536,https://www.nike.com/t/unc-fast-break-menslong-sleeve-t-shirt-X9mSMs/FN6413-063,UNC Fast Break,Men's Nike College Long-Sleeve T-Shirt,$40,$32.97
537,https://www.nike.com/t/toddler-dobby-windbreaker-QJRRhj/76L891-U90,Nike,Toddler Dobby Windbreaker,$55,$46.97
538,https://www.nike.com/t/jordan-womens-long-sleeve-knit-top-8Mlv8C/FN5399-209,Jordan,Women's Long-Sleeve Knit Top,$58,$46.97
539,https://www.nike.com/t/dri-fit-one-big-kids-girls-leggings-with-pockets-7dpgFl/FD2855-010,Nike Dri-FIT One,Big Kids' (Girls') Leggings with Pockets,$40,$27.97
540,https://www.nike.com/t/jordan-big-kids-23-jersey-3c2QpZ/95A773-023,Jordan,Big Kids' 23 Jersey,$58,$46.97
541,https://www.nike.com/t/skills-soccer-ball-vZJPW2/DC2391-100,Nike Skills,Soccer Ball,$16,$14.97
542,https://www.nike.com/t/sportswear-chill-knit-womens-tight-cami-tank-CPRh05/FN3685-376,Nike Sportswear Chill Knit,Women's Tight Cami Tank,$40,$34.97
543,https://www.nike.com/t/florida-menscrew-neck-long-sleeve-t-shirt-Nl9cNG/FQ5223-002,Florida,Men's Nike College Crew-Neck Long-Sleeve T-Shirt,$40,$32.97
544,https://www.nike.com/t/acg-storm-fit-rope-de-dope-big-kids-jacket-zdCGf5/DQ8728-569,"Nike ACG Storm-FIT ""Rope De Dope""",Big Kids' Jacket,$170,$84.97
545,https://www.nike.com/t/af1-baby-3-piece-milestone-blanket-set-rHSLZX/NN0706-A8F,Nike AF1,Baby 3-Piece Milestone Blanket Set,$55,$46.97
546,https://www.nike.com/t/tiempo-legend-10-academy-tf-low-top-soccer-shoes-ZcsTFg/DV4342-601,Nike Tiempo Legend 10 Academy,TF Low-Top Soccer Shoes,$85,$72.97
547,https://www.nike.com/t/dri-fit-bliss-womens-mid-rise-training-skort-plus-size-nP9CTZ/FD7777-272,Nike Dri-FIT Bliss,Women's Mid-Rise Training Skort (Plus Size),$75,$45.97
548,https://www.nike.com/t/court-royale-2-mid-womens-shoes-8hGgzj/CT1725-100,Nike Court Royale 2 Mid,Women's Shoes,$75,$59.97
549,https://www.nike.com/t/alate-coverage-womens-medium-support-padded-sports-bra-PxfqVC/DM0530-100,Nike Alate Coverage,Women's Medium-Support Padded Sports Bra,$50,$30.97
550,https://www.nike.com/t/air-max-plus-big-kids-shoes-MRNTJs/CD0609-024,Nike Air Max Plus,Big Kids' Shoes,$145,$104.97
551,https://www.nike.com/t/therma-fit-adv-aps-mens-hooded-versatile-top-npNmWl/FB6847-010,Nike Therma-FIT ADV A.P.S.,Men's Hooded Versatile Top,$185,$101.97
552,https://www.nike.com/t/force-zoom-trout-9-pro-baseball-cleats-7t3QD9/FB2907-002,Nike Force Zoom Trout 9 Pro,Baseball Cleats,$90,$76.97
553,https://www.nike.com/t/one-classic-womens-dri-fit-cropped-tank-top-CQ9MMp/FN2845-376,Nike One Classic,Women's Dri-FIT Cropped Tank Top,$40,$34.97
554,https://www.nike.com/t/sportswear-phoenix-fleece-womens-high-waisted-oversized-sweatpants-plus-size-8kGts5/DV4919-410,Nike Sportswear Phoenix Fleece,Women's High-Waisted Oversized Sweatpants (Plus Size),$70,$40.97
555,https://www.nike.com/t/ksa-little-kids-bike-shorts-set-cjS5RJ/36L988-GAK,Nike KSA,Little Kids' Bike Shorts Set,$40,$34.97
556,https://www.nike.com/t/brooklyn-nets-courtside-statement-edition-mens-jordan-nba-fleece-pullover-hoodie-GwWZxs/DR6997-010,Brooklyn Nets Courtside Statement Edition,Men's Jordan NBA Fleece Pullover Hoodie,$95,$69.97
557,https://www.nike.com/t/revolution-6-baby-toddler-shoes-q86rDs/DD1094-400,Nike Revolution 6,Baby/Toddler Shoes,$50,$32.97
558,https://www.nike.com/t/los-angeles-lakers-starting-5-2023-24-city-edition-mens-nba-courtside-jacket-QkLDWn/DZ0012-010,Los Angeles Lakers Starting 5 2023/24 City Edition,Men's Nike NBA Courtside Jacket,$95,$74.97
559,https://www.nike.com/t/sportswear-little-kids-futura-toss-shorts-set-4kH2vH/86H749-U9J,Nike Sportswear,Little Kids' Futura Toss Shorts Set,$44,$37.97
